중국법 과제 다 한 사람들아,형사반소장은 정말 어떻게 쓰는거니... ㅠ,[]
"일본어, 영어(저) -> 다른 언어(여러분) 언어 교환합니다!","글캠 여러분도 사랑하는거 아시죠? ❤❤❤

그냥 이런저런 지식들 교환하고 싶어요.
일어는 N1, 토익은 950+ 보유하고 있습니다!
파이썬도 교환 가능합니다 (ㅋㅋㅋㅋ)

관심 있는 언어 :
러시아어 🇷🇺 스페인어 🇪🇸 독일어 🇩🇪 프랑스어 🇫🇷 헝가리어 🇭🇺 중국어 🇨🇳

며, 전문적 지식을 바라는 게 아니라 그냥 외국어에 대한 지식을 가볍게 공유할 친구를 구하고 싶은 것입니다! 해당 언어가 아니더라도 자유롭게 쪽지주시거나 연락주세요!",[]
중통기,이나현 교수님 중국어통번역기초 중간고사 답안지 수정 언제까지 하면 되나요??,['12일 전이면 된다고 했어요']
중국시의 세계 정호준 교수님,수업 들으시는 분 계신가요?,[]
중국법 과제 다 하신분들.. 얼마나 걸리셨나요?,시험을 2주동안보고 끝나고도 중간대체 과제들 하느라 아직 손도 못댔네요ㅠ 오래 걸리셨나요..?,"['저는 내일 시작하려구요... 시험도 완전 못봤는데 걱정이네요ㅜㅜㅜㅜ', '이거 중국어로 쓰는 거였나요...?', '저 궁금한게 이게 예시 보면 3개씩 나와있는데 그냥 그 3개씩 다 쓰는게 아니고 민사1 형사1 만들면 되는건가요?', '아 죄송해요 민사자소,기소 / 형사자소,기소 군요..', '넵넵... 저기 근데 이거 중국어로 작성인가요?ㅠ', '네.. 당연 중국어로 ㅋㅋㅋㅋ큐ㅠㅠ', '근데 아무리 양식이 있어도 이게 뭐고 어떻게 써야하는지 모르겠어요ㅠㅠ', '저도요...ㅠ 하 막막하네요.... 바이두에서 찾아봐야겠어요ㅠ']"
중국문학사 중간레포트,"다 쓰신 분??
자료 어디서 구하셨는지 여쭤볼 수 있을까요?","['전 도서관에서 빌렸긴했는데 빌리고 나서 보니까 네이버 지식백과에 해석이랑 원문 다 있던데요', '감사합니다', '저기 색연필표시한 분석파일은 따로 제출이죠? 5장 분량 외죠?', '5장 포함인거 같은데요. 저는 그냥 워드 파일에서 원문중 묘사부분은 다른색으로 칠했습니다', '아 포함인가요?! 감사합니다ㅠ', '저는 귀찮아서 그렇게 한건데 확실하게 하실거면 스캔뜨셔서 하시는게..?']"
중국시의 세계,레포트 몇장정도쓰셨나요.....?!?,[]
시사토론중국어 들으시는 분,내일 수업 예습하셨나요?,['아뇽']
혹시 김현주 교수님 중국문학사 추가자료 좀 공유해주실수있는분 계신가요?ㅠㅠ,"패드 용량이 부족해서 파일 정리하다가 실수로 지워버렸는데, 다시 다운받으려고 보니 이미 기간만료로 다운이 안되서요...ㅠㅠㅠㅠ",[]
ㄱㅇㅅ,중국경제지리 오늘수업없어요?,[]
장빈 교수님 중국어표현과통역,방금 중간 성적나온거 확인했는데 30점 만점인가요..?,"['그런것같아요', '감사합니다!', '혹시 점수 어케 확인하는 지 아세요?? ㅠㅠ', '학교홈페이지에 있는 중간평가 성적조회 들어가서 학번.비번 입력하면 나오더라고요!', '감사합니다!!']"
중국이 최근 얼마나 성장했는지에 관한 책을 읽었는데,"진짜 무서울 정도로 성장했구나 느꼈어
경제 제국주의가 시작되는걸까...","['13억 너무 강력하다;;', '그래서 신냉전이 오고 있는거잖아', '무슨 책인지 알려줄 수 있으실까요.?!', '예정된 전쟁이라는 책이에용', '감사합니다 ㅎㅎ']"
중국법,와....망할 줄은 알았지만....,[]
중국법 시험,몇문제 나오는 지 말씀해주셨나요?,"['네 5~6문제', '감사합니당 😄 전 망한것 같아요...! 시험 잘보세요!!!']"
중국법의이해 공부 잘하고있음?,난 포기...... 분량 오바야,"['쌉에바.... ㅠ 이거 오픈북도 아닌거 맞지...? ㅠ', 'ㅇㅇ...오픈북아님..^_ㅠ']"
중국영화감상과비평,"오늘 녹강 맞죠??
아직까지 강의가 안올라오길래 불안해서ㅠㅠ 여쭤봅니다..!","['오늘 원래 중간고사 날이라서 휴강이에요~', '아이구 그렇군요!!! 답변 감사합니다!!']"
중국기초고문 ㅎㅂㅎ교수님,사자성어랑 명구랑 수주대토 한자까지 다 외워야되나요? ㅠㅠ 독음이랑 해석순서 뜻만 외우는 걸로 알고 있는데 ㅠㅠ,[]
초급중국어강독 홍병혜 교수님 노트정리,초강독 홍병혜 교수님 노트 정리하는거 혹시 본문 외 단어랑 교체연습도 쓰는거 맞나요?,[]
중국법의이해,어떻게 공부해야하는지 아는사람?,['모르겠음 ㅎㅎ']
중국 근현대 철학사,오늘 수업 있나요?,"['휴강이라는 말이죠?', '휴강 맞ㄴ요?', '웹엗스 안열리는데 맞는 거 같아요', '감사합니다!', '저번에 8주차 휴강한다고 말하셨던가..? 왜 기억이 안나지', '흠 근데 웹엑스 안열리는 거 보면 휴강 맞는거 같기도..?', '저는 왜 기억이 안나죠...?', '저도 기억 안나요...', '그 강의 계획서에 보니까 중간고사 기간이라고 되어있네용!']"
알바 지원할때,중국어나 일본어 가능자 우대한다는데 제 학과가 그 학과이지만 절대 능통하진 않거든요..? 이럴 때는 보통 어떻게 하시나요!,"['일단 잘 한다고 적었어요 ㅋㅋㅋㅋㅋㅋㅋ', '저는 진짜 노베로 입학한거라 바로 실력 탄로날 것 같아서.. 솔직하게 말해야겠죠?ㅋ큐ㅠ']"
우리캠 솔직히,"이과캠으로 시작한 것도 아니고 문과만 비대한 분교로 개교한거라서
서울캠이랑 완전통합은 불가능하지 않아 애초에?
서울캠애들 공부 잘하는건 당연히 알지
근데 중복학과들 우리캠에서 없애기 시작하면
우린 애매한 과들만 비대하게 남게되는거 아냐?
융합인재도 겉보기 좋긴 한데
커리큘럼 보면 우린 다 알잖아
ai배우면서 왜 중국어 모듈이 있고 아랍어 모듈이 있겠어?
그렇다고 이 많은 교수강사들 다 자르고 이과에 충원하지도 못하잖아
하나 둘 과 없어지니깐 우리과도 없어질까바 두렵네
없어진다고 백날 시위해봤자 자기 과 아니면 관심도 없으니깐
얼마 전에 서울캠 사범대 통합도 그렇고
학교 통합하고 중복과 없애는건 어쩔 수 없어도
러시안 룰렛 돌리는 것 처럼
하나씩 하나씩 없애가면서 나만 아니면 돼
우리과는 살아남았네
우리과는 송도로 가니깐 괜찮아
이런식으로 가게되는거 아닐까?

나중에 학교가 우리 과를 덮칠 때
우리과를 위해 말해줄 이들이
아무도 남아있지 않게 될 것 같아","['사실 제대로 하려면 이과를 훨 키우고 서울캠에 없는 인문어문만 남기는게 맞긴 한데... 아마 앞으로 계속 애매한 채로 오래오래 갈듯', '탈출이 답이다...', '문과 싹다 밀어야함', '나도 솔직히 이과가 좀더 커지고 학교에서 지원해줬음 좋겠음', '솔직히 없애야 하는게 맞으니까 아무도 안도와주는거지 괜히 안도와주는게 아님', '특수(소수)어들 참 흥미로운듯. 학교측에서보면 그렇게 장사는 잘 안될 수도 있는데 .. 한국유일 소수어라는 메리트로 버텨가는게 (본인 소수어)', '문과가 이과 하대하는 건 여기밖에 없음ㅋㄱㄱㅋ내가 문과인데도 웃길 따름']"
ㄷㄷ 방금 중국에서 네이버 로그인됐다고 알림옴,"직접 당하니까 소름이네.
비번 바꾸고 해외로그인 차단했다.

이렇게 해킹한 아이디로 중국빠는댓글 달고 여론조작하고 하는거구나","['나도 해외로그인 차단해놓음 끔찍하다', '중화인민공화국 ㅅㅂ 짱깨 존나 토쏠려..']"
초급중국어강독 ㅈㅎㅈ 교수님,수업시간에 워크북 8과 듣기 안했나요?,"['이중전공.부전공반이시죠? 그렇다면 안한거 맞아요!', '각자 알아서 문제만 풀어보라 하셨어요!', '감사합니다!', '혹시 저희 내일 시험보는 강의실이 에타 시간표에 적힌 강의실 맞나요..?', '네 맞아요', '감사합니다!']"
중국어 생각보다 난이도 있네,변별력있어서 좋은듯ㅎㅎ,"['잘 걸러졌다!', '잘쳤나보넹 부럽다 ㅎㅎ', '대학중국어', '스크랩 왜한거임..? 개웃기네']"
대학중국어,개망했는데 어떡함,"['진짜 개어려웠는데 다들 쉽게 풀고 나가더라?', '내말이', '이렇게 어렵게 낼줄은 몰랐지', '헐 본문 수준 아니에요?!', '본문수준이상이던데요?', '아아 제가 앞반아니고 뒷반이라서 댓글달았던 저때가 시험전이라 댓글보고 놀라서 본문수준 아니냐고 말씀드린거에요 !! 혹시라도 오해하실까봐..! 어려웠어요ㅠㅠㅠㅠ', '아아 괜찮아요ㅎㅎ!!', '고생하셨습니다 !!', '아니 안나온다고 한거도 나오지 않았어???', '맞아 춘절 말하는거 맞지?', '응ㅋㅋㅋ 글고 이리 디테일하게 다 낼줄 몰랐어;', '진짜 인정']"
비지니스 중국어,내일 시험 혹시 범위.. 알 수 있을까요 ㅠ,[]
내일 중통 초급중국어 강독 수업있는거죠?,ㅈㄱㄴ,"['교수님이 없다고 하신고같아요', '오 정말요! 그럼 내일 웹엑스 아예 안 들어가도 되는건가용', '아마두요!', '감사합니다ㅠㅠ!!']"
중국 스토리텔링 문화콘텐츠 오늘 시험본거,단답형 답 4번 뭔가요...???갑자기 틀렸나 생각 들어서...,"['일지화 아니에요..?', '일지화는 그냥 거기 써진 그대로인데 답이야???', '일지화는 당 전기 유명한 한 작품을 가리킨다 이 작품의 제목은?이건데']"
중국과 세계 5번,혹시 정답이 어떤내용인가요?ㅠㅠ 긴가민가해서,['죄송해요 제가 아직 시험을 안봤는데 오픈북 아니죠??']
중국 경제지리 수업해요,아직 출석은 안했으니까 다들 들어오세요,['어플에 -만 뜨는거보니 안하신거 같아요']
중국영화감상과비평 오연교수님,목차를 쓰라는게 진짜 보여주신 목차를 쓰는거야? 아니면 영화 제목 쓰고 그거 고른 이유만 간단히 쓰면 되나?,"['그냥 보여주신 그대로 옮겨쓰기만 하면 되는건가요?', '그러니까 그 주제라는게 정할게 영화제목밖에 없지 않나요...?ㅠㅠ 목차도 달라질 게 없을 것 같아서 물어본거였어요ㅠㅠ']"
wu wenshan 교수님 중국어 고강독,중간고사 작문 어디로 보내면 되는 거였지...? QQ 메일로 보내면 되는 거였던가...?,"['안녕하세요 저 그 교수님 중강독 수업 듣는 사람인데 중간고사 작문할 시간 어느정도 주시나요..?', '중회작은 30분 주시던데용', '아! 감사합니다. 충분한듯 모자라보이고 그르네요...', '고강독은 따로 작문을 해서 시험 전날까지 메일로 보내는 거라...ㅠㅜ', '아아.. 근데 교수님 요즘 qq 사용하시는거같던데.. 어쨋든 두개 다 사용하시니까 qq나 125 둘중에 하나로 보내셔도 될거같아요.', '사실 중간고사 작문 이메일 따로 알려주셨는데 제가 잊어버린 거거든요ㅠㅜ 그 125로 시작하는 이메일이 맞는 거 같은데 혹시 쪽지로 보내주실 수 있을까요?']"
중국경제지리 오늘 수업있나요??,공ㅇ식교수님 수업 오늘 하나요??,[]
중국과세계,"다큐 혹시 무슨 내용인지 간략히만이라도 말씀해 주실 수 있는분 없나요 ㅠㅠㅠㅠ
이제 못보게 돼서 ㅠㅠ",[]
중국경제지리,중간고사대체 레포트 안내있었나요?,[]
중국과세계,과제 행정지도 그 교재 앞에 있는 지도에다가 표시해서 내면 되나요??ㅠㅠ,['그려야되는걸로 알고있음']
중국과 ㅅㄱ,필기사요 마지막주만..ㅠ,[]
중국어통번역기초 외동번역과제,"도 범위인가요?? 헷갈리네요,,","['아니라고 하셨어요!! 근데 혹시 내일 줌에 들어가야 하나요?', '아 그렇군요!! 들어가야 할거에요!! 다른 사람이랑 의논하면서 하는지 보시기 위해서요', '앗 감사합니다. 그럼 몇 분 치는지도 아시나요?ㅠㅠㅠ', '50분정도 보눈걸로 알고 있어요!!', '감사합니당', '화이팅하세요~~', '같이 화이팅해용!!!🍰🍰']"
중국역사와예술,오늘 수업없지?,[]
중국문학사 문승용 교수님,들으시는 분 계신가요???,[]
중국경제지리,내일 수업해요?,[]
중국경제지리 쉅하나요?,수요일 수업하나요??,[]
중급중국어회화 우원샨교수님 시험 어캐보는거임,걍 웹엑스만 들어가면됨?,['정해진 시간에 들어가서 구술시험 보고 그 다음에 작문 30분!!']
중국 경제지리이해 시험있나요?,중간고사 대체라고 기억하는데 이번에 수업은 하시나요?,['혹시 대체 리포트 안내 받으신게 있으신분 ㅠㅠ 중간에 졸아서 기억이 안나요 ㅠ']
중국과세계 ㄴㅈㅎ교수님,그림그리는거말고 과제 또있어??,"['없음', '고마옹!']"
중급중국어회화 화 1교시,오늘 시험인가요?,"['ㅇㅇ', '감사합니다!! 혹시 웹엑스 켜야되나요?', '중급중회작 우원샨 교수님 말하시는거 맞죠? 이클래스에 시간표 올려주신거 못보셨어요?', '8주차에 시험이라고 적혀있는거 봤는데 내일 개교기념일이라 다른 수업은 8주차에 시험이라고 적혀있어도 내일 안본다고 하더라고요..', '오늘 보는거 맞아요!', '감사합니다!!', '혹시 웹엑스는 안켜도 되나용?', '이클래스 시간표 올려주신거 보시고 시간맞춰서 켜시면 될 것 같아요', '아아ㅏㅏㅏㅏ 정말 감사합니다!']"
중통 중강독 ㅇㅎㅈ 교수님,"시험 어떻게 보셨나요.....
나만.. 중국어 기억 안났냐고.. ㅜㅠ
근데 시험 자체는 쉬워서 나만 망한거같고.","['쉬워요..? 반도 못썻는데 ㅋㅋ', '공부하면 쓸수있을정도 아니었나요? 물론 저도.... 반정도 쓴거같아요ㅠㅠ 심지어 한국어로 해석하는 문제에서 보충자료에서 나온건 제가 시간이 없어서 못봐서 아예 해석도 못하고 네,, 작문하는건 단어 하나두개가 기억이 안나서 못쓰고 .. 이렇게 보니까 진짜 스레기처럼 문제 푼듯,,']"
중국어통번역기초 줌 켜야되나요?,제곧내..,"['넵 켜야해요', '감삼돠', '근데 저희 몇 시에 시작이라 하셨죠? 1시 30분인가쿄?']"
중국근현대철학사,오늘 수업하나요,[]
대학 중국어 오늘 쉅 있나요??,:(,"['어짜피 녹강이잖아여', '새 동영상 없길래..', '저번주에도 없었으니까 오늘은 없는듯요', '감사합니다:)']"
내일 초급중국어강독,ㅈㅎㅈ 교수님꺼 내일 수업인거 맞죠..?27일 시험 맞죠..?,"['이중전공반 말씀하시는거죠..? 내일 수업있고 26일이 시험으로 알고있어요!', '헉.넵 맞아요! 이중전공반! 메모에 27일이라 적혀 있어서 놀랐는데ㅠㅠㅜ정말 감사합니다ㅠㅠㅠ', '근데 저희 대면으로 시험치는거 확정인건가요?ㅜㅜ 개인적으로는 비대면 원해서ㅠㅠ', '거의 확정일것 같아요...ㅠㅠㅠㅠ 저도 비대면이 좋은데... 근데 솔직히 지금 모현 매일 열명씩 걸리고 있는데 집 머시면 내일 교수님께 한번 메일 보내 보는것도 나쁘지 않을것 같아용ㅠ 일단 전 집이 어린이집 해서 위험하기도 하고 수도권이지만 2시간 반 정도 걸려서 보내보려구요ㅜ', '저도 집이 수도권이어도 교통편이 안좋아서 모현까지 거의 왕복 5시간 소요돼요ㅜㅜㅜ 안그래도 요즘 외출 자제하고 있는데 시험 하나 치려고 대중교통으로 오랜시간 왔다갔다 하는게 위험부담이 큰거같더라구요... 교수님 맘이 쉽게 변할것 같지는 않지만 그래도 메일 드리는게 낫겠죠..?ㅠ', '네넵ㅠ 그때도 정 안되면 얘기 하라고도 하셨고 수도권이지만 그만큼 걸린다는건 그 사이에 진짜 접촉 많을텐데 위험하니까요ㅠ 그리고 익명님이랑 저랑 보낸다고 한다면 2명인데 그 정도는 시험 규칙 잘 지키면 괜찮다고 해주지 않으실까요?ㅎㅠ 일단 함 보내봐요!ㅎㅎ', '만약 낼 수업시간에 시험 관련 얘기하실때 그때도 계속 대면으로 밀고 가신다면 수업끝나고 메일 보내드려야겠어요..! 코로나 상황이 어떻게 될지몰라서 다시 언급해주시긴 할것같아서요! 안녕히 주무시고 시험공부 화이팅하세요:)', '넵ㅎㅎ 알려주셔서 정말 감사하고 좋은 밤 되세요:)']"
중국 역사와 예술,이정인 교수님 수업 낼 없죠?,"['저 혹시 답변들으셨나요?ㅠ 저도 긴가민가해서 물어보러 들어왔는데 비슷한 글이있어서ㅜㅜ', '아뇨 ㅜㅜㅜㅡㅜ 저는 기억상으로 캘린더에 적은 기억으론 없는데 정확히 모르겠어서요...']"
초급중국어문법 박창수 교수님 시험 14:30 맞죠??,ㅜㅜ,[]
중급중국어강독 윤혜지교수님 시험,한시간정도 보나?,"['오 이따 만나겠군', '2시부터 3시까지 보신다고 햤음']"
문승용 교수님 중국문학사,"시험 볼때 웹엑스 접속 필요없이
그냥 이클래스로만 시험 보면되는것 맞죠?!",[]
중국학입문 정태요교수님,"중국학입문 정태요 교수님 수업 중간고사 준비 어떻게하시나요..?
진짜 망했습니다 망.. 망..ㅋ","['피피티 보기..? 아직 안 했어요', '수업도 무슨말인지잘몰라서 잘 안들었는데 ,, 망햇슴니당ㅠㅠ.피피티읽어도 모르겟궁,,', '개념 위주로 나온다고 하셨으니까 그 위주로 보세요! 전부 객관식이기도 하구요~', '개념위주ㅠㅠㅜㅠㅠㅠㅠㅠㅠㅠ 감사합니당 빠이팅']"
이나현 교수님 중국어기초통번역,시험 오픈북이라고 하셨죠?,[]
중국어기초고문 윤혜지교수님,할거 왤케 많아..? 이거 다 외워야하는건가 ㄷㄷ,"['망함ㅋㅋ..', '개오바...']"
중국어기초고문 ㅈㅎㅈ교수님,한자과제 다 쓴 사람?,"['시작도 안햇는디', '그거 월욜에 노트필기랑 같이 보여주는거 아녀??', '내가 듣기로는 그때가지 쓸수잇는만큼 써서 제출하라고 했던거같혀', '아 그려?? 문의드렸으니까 답장오는대로 알려줄게. 혹시 월욜날 셤보러 오니??', '가야지 가야겟지 흑', '시험 잘보고 월욜날 보자🥲', '아닌가...? 방금 교수님한테 메일로 문의드렸는데 아직 답장이 없으셔서.', '엉 메일 답장오면 여기에 다시 공지해줄게. 월욜날 시험보러 학교오니 혹시??', '화이팅하고 시험 잘봐! 월욜날 보자!', '나 다 썻당', '쓰는데 몇시간 걸렸어?? 한장 쓰는데 30분걸리던데', '나 그거 과제 뜨자마자 하루에 한 두장씩 썼어!! 생각날때마다 써서 정확히는 모르겠다..', '너가 진정한 승자다, 그 정신 배워가도 될까?', '근데 시험은 망한듯^^..', '걱정마 나도 수업 틀어놓고 듣는척 딴짓해서 ㅋㅋㅋㅋㅋㅋ 같이 망하겠네', '같이 힘내보자..........', '와,,,,,, 나두 알려줘라 ㅜㅜ 아직 안쓴게 태산... 이 교수님 셤 문제 어떻게 내실까? ㅠㅠㅠㅠㅠㅠ', '후...오늘 몰빵해서 다 써본다. 객관식으로 내시는걸로 알고있음', '잉????? 다 써야한대????', '아니 몰라서 그냥 쓰는중 ㅋㅋㅋㅋㅋㅋ 어느정도 썼어??']"
월56 중국어 기초 통번역,대면 시험인가요?,[]
중국시의 세계 정호준 교수님,혹시 중간고사 대체 레포트에 대해 정확하게 설명해주셨나요?!,"['혹시 어떤 시인인지 말씀 주셨나요? ㅠㅠ 이클래스에 공지 올려주시겠죠...?', '써야할 분량이나 이런 걸 제대로 말씀안해주신것같아서 ㅠㅠㅜ혹시 제가못들은건가 싶어서요 공지 올려주시겠죠...? 레포트 제출도 메일로 제출하라고 하셨죠?!']"
중국어 쪽지시험,쪽지시험이 학점에 많은 영향을 끼치나요? 실수를 좀 했어요.. ㅠㅠ,"['대학중국어?', '넵', '그거 점수 안들어간댔어요 걱정 놉', '헉.. 알려주셔서 정말 감사합니다!!!!!♡', '엥? 안들어간대요?']"
대학중국어 ㅇㅂㅊ 교수님,아직 웹엑스 안 여신 거 맞지..?,"['웅ㅇ...나도 대기타는 중', '시험 파이팅이야!!', '익1두 파이팅..!!']"
윤비취 교수님 대학중국어 듣는 학우님들,내일 단어시험 only 단어만 시험 내시고 본문 내용으로는 문제 안내시나요? 단어 외우기도 빡센데 문장까지 나오면 조질것같네요ㅠㅠ,"['학우님들의 목소리 기다립니다..', '헉 중간고사 말고 단어시험인데도 그렇게 내실까요?! 제가 본문에 안썼네요ㅠㅠ', '그래도 알려주셔서 감사해요!!👍😊', '진짜 단어만 봤는데 문장 나오면 쿨하게 조질 예정', '동감.. 근데 이거 점수에도 들어간다 했나요?.?', '중간 보기 전에 밴드 쓰는 법 익숙해지려고 단어시험 보는 거라고 들었고 점수 있더라도 미미할 거 같아서 많이 신경 안씀...', '답변 감사해요!!']"
윤혜지 교수님,중국어 기초고문 수업 때 올려주신 고문 연습지 같이 시험 나오나요?,[]
중국문학사 ㅁㅅㅇ교수님,중간고사 어떻게 보는지 알고 계시나요?,['혹시 이번에중간고사웹엑스같은거 접속 없이 그냥 이클시험만 보면되는건가요?!']
중국어기초고문 윤혜지 교수님,시험 예문이나 격언은 한자로만 나오죠..? 병음은 안주시죠?,[]
중국법,27일 시험이라는거죠?,[]
이나현 교수님,"중국어 기초 통번역 들으시는 분들
시험 배운 예문 안에서만 나오나요??","['그랬던 것 같아요!!', '혹시 뭘 좀 여쭤봐도 돼요?', '네', '이번 중간고사 비대면 시험 맞나요? 제가 갑자기 생각이 안 나서요ㅠㅠ']"
중회작 우원샨 교수님 시험,"말하기랑 작문 시험으로 봅니다.

말하기는 총 3개로 이루어지는데요
1번 본문 읽기
2번 한국어를 주면 중국어로 대답하기
(아마 둘 다 본문 내용으로 하실 것 같습니다)
3번 말로 하는 작문 과제
→ 저희 교체연습 하는 것처럼 질문 주시고 1~2분 내에 대답하는 그런걸로 생각하시면 될 것 같습니다.
= 말하기 부분은 인당 총 3~5분일거구 개인시간표는 시험전에 말씀해주신대요!

그리고 작문 시험은 말하기 시험 끝나고 바로 이루어지는데요
주제를 주시면 30분 내에 써서 메일로 보내면 된다고 합니다.
저희 토론과제랑 비슷하다고 생각하시면 될 것 같아요!


저도 학우님께 질문해서 얻은 정보인데요ㅠ 사실 저도 못 알아들어서 도움을 요청한 거여서요ㅠ 더 자세한건 아마 교수님이나 다른 학우분들께 여쭤봐야할 것 같아요ㅠ 그래도 전반적인 시험은 이러하니 대비하시면 될 것 같습니다.

안 그래도 원어강의라 힘든데 서로 도우면 좋을 것 같아서요ㅠ 절대평가인데 우리 다들 힘내서 다 a+ 받아요♥","['본문에 병음 안주시겠지?', '그럴것같아요', '헉 감사해요❤❤ 안그래도 열심히 이클뒤지고 있었는데 학우님 시험 잘보세요 파이팅파이팅', '학우님도 화이팅!', '정보 정말 감사합니다😭😭🙏🏻 혹시 2번 내용 구체적으로 설명 부탁드려도 될까요? 한국어로 본문 문장을 주면 중국어로 말하면 되는건가요??', '그런것 같아요!', '감사합니다 시험 꼭 잘보세요😍', '정말 천사십니다...ㅜㅜㅜ 수업 하나도 못알아들어서 막막했는데...정말 감사합니다', '화이팅!', '근데 저 아직 구술 시험 3번이 이해가 안가는데 교체연습에서 나온다고 하셨나요..? 아니면 질문이 어떤 주제면 그 주제에 대해서 저 혼자 2분정도 말하는 건가요?', '그건 모르겠어요ㅠ 저도', '혹시 작문 주제는 개개인 다른 건가요? 구술 시험 끝나고 교수님께서 알려주시는 거죠?', '공통 질문이지 않을까요...? 구술시험끝나고 말씀해주신대요', '아 그럼 개인 구술 시험 끝나고 알려주시는 건가요..? 아님 모든 학생들 다 끝나면 알려주시는 건가요..? ㅠㅠ', '아무래도 공정성을 위해서 모든 학생이 다 끝난다음에 한번에 시작하지 않을까요?', '앗 네! 감사합니다!!', '개인마다 작문시간 다를거라네요ㅠ 저도 정확하게는 모르겠어요ㅠ', '아 그래여...? 그럼 구술 셤 끝나고 바로 주제 개인으로 알려주시는 건가..? ㅜ', '모르겠어요ㅠ 아마 그런것같아요', '혹시 화요일에 시험 치셨나요..? 구술 시험 끝나고 작문 과제 개인으로 바로 알려주시는 건지만 여쭤봐도 될까요..?ㅜㅜ 30분 안에 메일 제출..? 맞죠..??', '아 작문 과제 아니고 시험이요!']"
ㅎㅈㅇ 교수님 중국어통번역연습 시험,이클래스 통해서 보는 거예요 손으로 써서 찍어서 제출하는 거예요?ㅠㅠㅜ???,"['손으로 쓰고 찍어서 이클래스 과제에 업로드 해야 될껄유', '감사합니다!', '저희 오픈북+번역기에요 아님 번역기만 사용가능한건가요?', '...? 기계 번역 사용 금지 아닌가요?', '아 휴대폰 사전이요']"
