김영명 교수님 중국영화,초반에 안내사항 말씀해주실때 뭐 말하셨나요??,0,"['헉 감사합니다ㅜㅠㅠ 다른 전달사항은 없었죠??', '감사합니다ㅠㅠ!!']"
중국어vs일본어,뭐배울깡,0,"['더 좋아하는 나라걸로 둘다 어려움 진입장벽이 낮은건 일본어같은데 공부해본 결과 가면갈수록 어렵더이다', '중', '니홍고']"
중국말소리의구조 6주차 자료,없는거맞죠??ㅜ ..,0,[]
중국역사의 이해,"첫시간에 중간 시험때 지도 문제 낸다 했는데

말 없는거 보니까 안외워도 될깡???",0,"['메이비 우리 카메라 하나만 사용해도 ㄱㅊ?', '마지막 시간에 애들이 자꾸 물어봐서 노트북이랑 폰 둘다 사용하라고 했는데,, 나도 일단 폰으로만 키고 뭐라하면 둘 다 킬ㄹ라고', '아 애들 왜그래']"
"한국외국어대학교 서울캠퍼스 등록금반환본부, 등록금 반환 위한 서명전달 기자회견 진행","지난 14일(수) 오후 2시, 한국외국어대학교 서울캠퍼스 등록금반환운동본부가 등록금 반환을 위한 서명전달 기자회견을 진행했다.

서울캠퍼스 등록금반환본부는 지난 3월 ‘전국대학학생회네트워크 2021 등록금반환본부운동’ 참여를 시작으로, 지금까지 955명의 학생들이 서명에 참여한 ‘2021 등록금 반환 및 대학생 등록금 부담완화 서명’과 증언대회, 삼보일배, 릴레이 행진 등을 진행하며 학교 대내외적으로 등록금 반환을 향한 목소리를 내어왔다. 그리고 그 배경엔 학생들이 비대면 강의를 수강한 지 2년의 시간이 지났으나 여전히 제보되는 재사용 녹화 강의 사례, 자치공간 및 강의실 등의 캠퍼스 공간 이용 제한이 존재한다.

지난 2월 교육부는 “학생들의 요구가 없으면 대학생 지원 계획을 별도로 마련하지 않겠다.”라고 밝혔다. 이에 등록금반환운동본부는 등록금 반환을 위한 여러 활동들을 진행했으나, 지난 3월 교육부는 “지금은 온라인 강의의 질적 제고에 집중해야 할 때”라며 등록금 반환 요구를 일축했다. 학교 본부 또한 등록금 반환에 대한 논의를 진행하지 않고 있다. 이에 등록금반환운동 참여자들은 해당 기자회견에서 서명 운동에 작성된 학생들의 한 마디와 ‘등록금 반환’ 문구가 담긴 피켓을 들고 자유 발언을 이어나가며 교육부와 학교 본부에 등록금 반환과 2021 대학긴급사업지원예산 및 국가장학금 예산 확대 등을 강력히 요구했다.

기자회견에선 등록금반환본부장을 맡은 이민지 제34대 사회과학대학 학생회장의 모두발언을 시작으로 등록금반환운동 참여자들의 대학생 자유발언이 이어졌다. 기자회견이 마무리된 후 등록금반환운동본부는 학교 본부에 외대 학우들의 서명을 전달한 뒤 면담을 요구하는 서명전달식을 진행했다.

등록금반환본부장 이민지 사회과학대학 학생회장은 모두발언에서 등록금 문제가 코로나19로 인해 가시화되었을 뿐 이전부터 존재했던 문제임을 강조했다. 또한 등록금반환본부가 증언대회에 참가하고 삼보일배와 릴레이 행진 등을 진행하며 등록금 반환 요구를 가시화했으나, 교육부가 이를 일축한 것에 대해 “원격수업의 질을 올리겠다는 말을 학생들에게 한 지 벌써 1년째이다. 그러나 정작 학교가 시행 중인 ‘미러링 제도’가 정녕 온라인 강의의 질적 제고를 위함인지 궁금하다. 또 이를 시행하기 위한 충분한 제반 시설이 마련되어 있는지도 의문이다. 이미 우리의 교육권은 침해되어 왔다. 학교 본부와 교육부, 정부는 대학생들의 요구를 외면하지 말아야 한다.”라고 주장했다.

다음으로 대학생 자유발언이 이어졌다. 증언대회에 참가했던 이주원 서울캠퍼스 제55대 총학생회장은 한 명의 애국외대 학우로서, 그리고 한국 사회에서 여러 고민을 겪고 있는 대학생으로서 발언하고자 함을 밝혔다. 이주원 총학생회장은 학교가 2020년 2학기에 코로나 특별장학금 편성에 관한 논의를 진행하지 않았을뿐더러, 현재 코로나 특별장학금 편성 계획이 없고 재원도 충분하지 않다는 것이 학교의 공식 입장임을 알렸다. 그는 이와 관련해 이제는 외대가 코로나 특별장학금과 등록금 반환에 대해 의견을 내고 답변을 주어야 할 때라며 “우리 대학이 등록금보다 다른 수입을 확대하여 재정 건정성을 확보하고 국회와 교육부와 소통하며 이 문제를 해결해나가야 한다.”라고 말했다.

삼보일배에 참여했던 문석빈 제33대 행정학과 학생회장은 가능한 모든 수단을 동원하여 등록금 반환을 주장했으나 대학생들의 요구가 너무나도 쉽게 묻혔음을 언급하며 “어쩌면 요구하는 사람도, 요구안을 듣는 사람도 지칠 때”라고 말했다. 그러나 그는 이 요구를 대학생이 하지 않는다면 대체 누가 이들을 대변할 수 있을지를 질문하며 “우리는 불가능한 요구를 하는 것이 아니며, 충분히 그러할 권리가 있고 실현 가능한 일에 대해 운동하는 것”임을 밝혔다. 또한 그는 등록금이 수업 청취뿐만 아니라 강의실과 잔디광장, 운동장 이용 서비스 등 모든 학교 관련 사안에 대한 이용료임을 강조하며 “교육부와 학교가 내세우는 목표와 이유가 아예 틀린 말은 아니다. 온라인 강의의 질적 제고는 분명 좋은 목적이다. 그러나 우리는 단지 강의 하나 때문에 등록금을 전액 납부하지 않는다. 현 상황에서 코로나 대비용 장비를 설치해야 할 재원이 있어야 함도 맞는 말이다. 그러나 이것이 등록금 반환을 거절할 중대 이유가 되어선 안 된다.”라고 설명했다.

릴레이 행진에 참여했던 한수혜 제33대 중국학대학 학생회장은 지난 3월 29일, 유은혜 교육부 장관이 “올해는 대학생들이 만족할 만한 원격 수업의 질을 제고하는 것이 우선이라 생각한다”며 2021년 등록금 반환에 대한 논의를 일축했음을 비판하며 “9개 사립대학에서 488건의 비리가 적발되었으나 여전히 대학들은 재정난이니 학생들이 이해해달라는 말만 반복한다. 심지어 교육부는 등록금 부담이 완전히 해결되지 않았음에도 올해 국가장학금 예산을 삭감했다.”라고 발언했다. 그리고 여전히 수업 시간을 채우지 않는 강의가 많고, 5년 전에 찍었던 강의가 업로드되는 상황에서 사이버대학과 다름이 없는데 왜 등록금은 그대로인지에 대한 의문점을 강조했다.

학내 피켓팅에 참여했던 조혜민 제38대 동아리연합회장은 우리 학생들이 학교시설 개방이나 오프라인 수업을 요구하는 것이 아님을 언급하며 “온라인 전환에 따라 대학은 새로운 방식으로 교육의 질을 높여나가야 할 의무가 있다. 하지만 학교 본부는 수업의 질을 개선하지도 않고, 방역과 시설 유지를 이유로 현재와 같은 등록금을 요구한다. 또한 학생들의 주거권을 고려하지 않고 코로나 상황에 따라 수업 방식과 대면 전환을 강행한다고 한다.”라며 비판했다. 이에 대해 “교육권을 보장받지 못하는 대학생들의 현실과 외대의 현실에 분노하며 등록금 일부 반환을 학교 본부에 강력히 요구한다.”라고 밝혔다.

강지우 제55대 부총학생회장은 외대의 현황을 보고했다. 강지우 부총학생회장은 학교 당국이 쏟아지는 원격수업 피해 사례를 외면하는 안일한 태도를 버리지 못하였음을 비판하며 “대학가에서 찾아보기 힘든 한국외대만의 ‘홀짝격주등교’라는 기이한 학사제도를 강행한 학교 본부로 인해 학우들은 등록금뿐만 아니라 지출하지 않아도 되었을 교통비와 주거비를 짊어지게 되었다.”라고 발언했다. 이에 강지우 부총학생회장은 학교 본부에 2020학년도 2학기 및 2021학년도 1학기 등록금 반환에 대한 논의를 당장 시작할 것을 요구했다. 또한 학교가 성적장학금을 축소하여 제공한 시의적인 태도의 코로나 특별장학금이 아닌, 학생들의 권리 침해에 대한 최소한의 보장으로서의 등록금 반환 논의를 즉시 착수할 것을 촉구했다.

또한 강지우 부총학생회장은 학교가 코로나19로 인한 학교 수입의 적자, 교내 방역 및 원격 수업 시행에 따른 추가적인 비용 지출 등으로 인해 재정적인 부담이 오히려 증가하였다고 말하며 그 책임을 회피하지 않아야 한다고 발언했다. 그리고 학교 본부가 반복되는 대학 운영 실패와 경쟁력 있는 수익사업을 기획하지 못해 거듭되고 있는 실책, 등록금수입에 지나치게 의존하는 본교의 기형적인 재정구조 등의 문제를 인정하고 이를 해결하기 위한 건설적인 논의를 하루빨리 진행해야 함을 강조했다.",18,[]
중국학대학,지도교수 있나요?,0,[]
중국지역경제학 너무 어려워서 눈물나,"뼈문과인데
이중도 상경 아니라 그런가
그냥 강의자체가 너무 어려워... 열심히 필기도 하고 그러는데 이해가 안돼
그동안 수강해온 중외통 강의들이랑 너무 다르기도 하고 갑자기 막 통계지식 밀어넣으려니까 미치겠고 ㅋㅋㅋㅋㅋ 왜 이 강의 하겠다고 굳이 붙들고 있나 싶어서 스스로가 너무 미련하고ㅠㅠ
아 진짜 너무 스트레스받는다..... 강의녹화라도 해둘걸 이번학기 복학해서 그런 거 1도모르고 있다가 과제는 또 어떻게 할지 머리가 너무 아파

다른 학우들은 다 이해되는 걸까..?ㅠ",0,"['저도 너무 어려워서..ㅠㅠ 그래도 교수님이 학점 잘 주시는 분이라서 힘내고 있어요..', '저는 진짜 이해가 하나도 안되고 교수님이 말하는 것만 받아적고 있는데 당장 과제가 너무 걱정이에요ㅜㅋㅋㅋ', '나도 지금 이해 잘 안 가긴 한데 원래 이 교수님 전혀 안 빡빡하신 분이라 떠먹여주시는대로 듣기만 해도 중간은 갈 수 있음ㅋㅋㅋㅋ교수님을 믿자', 'ㅠㅠ 점점 괜찮아질까.. 지금은 이해도 0이긴해 ㅋㅋㅋㅋ', '교수님도 이미 대부분 학생들이 개노베라는 걸 알고 계시기 때문에 전혀 걱정 ㄴㄴ 게다가 3학년 수업이잖아ㅎ 중간 끝나면 처음 가르치시는 것처럼 다시 가르쳐주심 100프로', '나 너무 걱정돼서 통계 인강이라도 결제할까 했는데.. ㅠㅠ 너 말 믿고 일단 중간 이후에 다시 봐봐야겠다... 고마워ㅠ 진짜 갑자기 내가 이걸 왜듣고있나 사러워서 눈물나는데 나도 내가 어이가 없더라 ㅎㅋㅋㅋㅋ,,', '혹시 ㄱㅈㅎ교수님…??', '웅웅 지금도 듣고있다 ㅋㅋ', '혹시 지금 무슨 소리하시는 지 이해돼? 아 진짜 미치겠네 ㅋㅋㅋㅋ', '혹시 통계국 가입 되시나요...? ㅠ ㅠ ㅠ', '저 지금 핸드폰번호에서 막힙니다ㅠ']"
중국철학의 이해 강진석교수님,"어제수업(4/14) 출석 처리 되어있나요?
저만 안되어있는가 해서요",0,[]
중국의 한국전 묘사,아 ㅋㅋ,2,"['짱해전술', '병신들', '핵을 열 방 정도 떨궜어야 하는데']"
브릭스 세미나 교수님 중국분이셔?,전공 외국인교수님보다 소통이 안됨 샹,3,"['ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 소통 안되는거 진짜 ㄹㅇ. 공지 하나 제대로 못올리시는데', '드랍 가능하게 해줘야된다 이건 진짜', '개웃기네 ㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄲㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ 진짜 나 이교수님 강의평가때 어떻게 될지 궁금함 그리고 이교수님 강의가 ㄹㅇ 스트레스 오짐']"
경수 수업에서 오늘 배운 점,"1. 교수님 주식 잃음
2. 교수님 코카콜라 좋아함
3. 교수님 중국집에서 짜장 짬뽕 고민함",1,"['+라떼는 문과도...', '4.펩시는 영원히 코카콜라를 이길 수 없음', '아존나웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋ 경제수학 듣고싶네', '(엑셀) ㅋㅋㅋㅋ']"
코퍼스 중국어,"저만 또 사이트 안들어가지나요ㅠㅠ
어제부터 bcc랑 ccl 다 안돼요ㅠㅠ",0,"['저도 어제 과제하다 너무 화났음다.. 좀 있으니까 되더라규요', '저는 지금까지 안되는데,,,ㅠㅠㅠbcc가 아예 검색이 안돼요ㅠㅠ', '처음엔 Bcc가 저녁에만 안되는 줄 알았는데 제 생각에 정오? 쯤에 잘되는 것 같아요 그리고 가끔은 저녁에도 잘 돌아가더라구요..', '오 감사합니다!! 오후에 해봐야겠네요,,']"
중국어,"중국어 실력 hsk 5급정도고 회화는 잘안됨,,, 중국어 이중 너무 벅차서 그런데 이중 학위 의미 있을까?",0,"['아니 경영하세요 hsk 5급정도만 따두고', '의미없어요 6급 이상 만들거 아니면요 요즘은 중국어전공 안해도 hsk5급은 따는 사람 많거든요', '이미 하는중인데 부전으로 내릴까말까 고민중이야 ㅠㅜ', '몇학점 들었어?', '30,,,', '그럼 그냥 계속 이중해요 30이나들었으면 아깝지', '근데 솔직히 소수어 제외 외국어는 학원 같은데서 따로 배울 수 있고 자격증으로 그거 증명할 수 있으니까 난 다른 거 이중하는 게 더 낫다고 봐 쓰니가 외교부 산하 기관처럼 외국어 이중이 정말 메리트있는 곳이 목표가 아니라면..']"
중국어문법작문 박흥수 교수님꺼 족보 사요..,있으신 분이 있는진 모르겠지만 ㅠㅠㅠ,0,"['족보?...그냥 책 에서 다 나와요..', '저 한자를 못읽는데 시험 한자 못읽어도 가능한가요 ㅠㅠ 아니면 책에 나오는 한자만 외우면 되는건가요??', '한자를 못 읽으는데 왜 이 수업을 신청했는지...?']"
중국소비자경제학 퀴즈 어케 준비해야하지,막막하다 ㅋㅋ ㅠㅠ,0,[]
중국사회갈등구조의이해 정보은 교수님,"중간 대체 레포트 아직 감이 잘 안 오는데
어떤 식으로 쓰면 되나요ㅠㅠ
현대 중국의 기준은 뭐고,
위화 책에 나오는 6가지 키워드가
글에 녹아 있어야 하나요?",0,[]
금 12 중국법제도의 이해,중간 시험 보나요????,0,[]
중국현당대 ㄱㅇㅁ교수님,나만 끊겨? ㅜㅜ 지금 발표하는 이 분꺼만 끊기는데,0,['나두ㅠ']
중국말소리의구조,"지금 공부하는거.... 그냥 흘러들으면되는거맞아?
책에도없고",0,['ㅇㅇ']
강진석교수님 중국철학의이해 중철이 기말고사 시험본다고 하셨나요?,"기말도 레포트 대체라고 하셨나요?
오티 대충 들었더니 기억이 안나네요ㅠㅠ
아시는 학우분 있으시면 알려주실수 있나요",0,[]
중국학대만 다 실강하는건가,ㅜㅜ,0,"['그러니까 말아야..', '나도 다 실강인뎅...']"
이민숙 중국음식문화,지난학기때 들으셨던분 계신가요 ㅠㅠ,0,"['왜요??', '지난학기때 들으셨나요??', '아니요 전 이번학기 ㅎㅎ', '쪽지보냈어용', '저번학기용', '쪽지보냈어용']"
중국 코로나 감염자수,뜬금이긴 한데 중국 코로나 감염자 수가 이렇게 적었나...? 왜 9만명밖에 안돼,0,"['저걸 믿냐. 1/20만 발표한다 그게 대륙의 법칙임.', '경제성장률도 조작하는 나라인데 뭘...', '짱깨 통계를 믿어?']"
중국어 일본어 성급한 평가절하는 금물이다,"특수어 잘하면 좋은거 안다

근데 한국인인 이상 영어 제외 일본어 중국어의 수요는 진짜 어마어마하다. 물론 잘하는 사람은 널렸지만, 생각보다 해당 언어로 /비지니스/ 를 진행할 만큼의 교양과 센스를 지닌 인재는 적다.

무엇보다 중국어 일본어를 쓰는 나라(결국 중국 일본) 자체가 워낙 하드웨어적으로 소프트웨어적으로 무시할 수 없는 나라이기 때문에, 배워두면 상대적 희소성에 대한 메리트는 적더라도 절대적인 유용함이 굉장히 크다.

그러니 중국어 일본어를 공부하고 싶다면, 얼마든지 도전해주세요.",2,"['Zhi dao', '중외통이지', '영어는요?', '애매한 영어+제2외국어보단 영어 네이티브가 훨씬 개이득', '특수어도 특수어 나름..ㅠㅠ', '특수어는 워낙 흐름을 타서.. 중국어 일본어가 안전빵이긴 한..', '지금 베어 마인어 날아다니는것도 시대흐름타고 확 올라간거지..ㅋㅋㅋㅋ', 'ㅇㅇ...', '양심적으로 일본어는 빼자', '???? 뭘 양심적으로 빼냐 대부분 글로벌 직군에서 JLPT랑 HSK 최상위 등급은 같은 가산점 부여인데', '사기업은 일본어 우대한다는 공고 거의 없고 있으면 중소임 나도 즐피티랑 제피티까지 최상위점수인 취준생인데 일본어는 ㄹㅇ 아니다', '익명5에 공감함.. 말이 같은 가산점 부여지, 쓰임새와 우대 기업 개수만 봐도 일본어가 훨씬 밀린단 거 훤히 보일텐데']"
중국 역사의 이해 이익희 교수님,오픈북도 아닌데 한문제당 1500자 너무 심하신듯,6,"['도대체 뭘적어야 1500이나옴ㅋㅋㅋㅋㅋ', '아니 진짜 오픈북 해야하는거아니에요? 공정성 땜에요', '그니까요 ㅋㅋㅋ 솔직히 오픈북 해도 적기 개힘들거같은데', '1분에 100자 풀파워로 적어야 살 수 있음;;']"
중국문명과 세계문명,중국문명과 세계문명 교수님께서 중간고사문제라고 올려두신거 예시문제 아니고 실제 중간고사 문제 맞나요?,0,"['내', '넹', '헉 감사합니다ㅠㅠㅠ', '혹시 시험 답안 글씨 크기 몇으로 하시나요..?', '저는 11로 하고 있습니다!', '감사합니다!']"
코퍼스 중국어 과제6만 제출하면,되는 거야? 이번주는?,0,"['ㅇㅇ 퀴즈없다하셧음', '고마워~']"
중국 유학생들,한국말 드럽게 못하면서 왜온거임 교수님이 말시키면 대답이라도 좀 하던가,4,['ㄹㅇ 영어라도잘하던가 ㅡㅡ 중국인 싫어하지는않지만 이건 ㅇㅈ임']
중급중국어 쪽지시험,"시험 방식이랑 시간
바꿨으면 좋겠다ㅠㅠ",0,"['어느 교수님,?', '금욜', '이정인교수님?? 쪽지시험 저번주에 보고 끝난거 아니야..?', '맞아 근데 타임어택 쩔었고 시험 방식 좀 별로같아', '나는 시험이 걱정이야.. 범위 엄청 많은거 맞지..?', '난 쪽지를 조져서..', '나도 쪽지를 잘보진 않았어....ㅎㅎ']"
하이문 통역,중국어로 지원하려는데 문제없이 프리토킹 가능해야하고 기준이 많이 엄격한가요? hsk 6급정도 돼야 하나요?,0,['국제회의 같은 어려운 내용 듣고 바로 통역하는 거라 꽤 실력 필요해요']
중국어문법 작문 박흥수 교수님,수업 들어보신분 계신가요 ㅠㅠ 한자 못읽으면 시험 못보나요,0,[]
